VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,ClienteNombre,GeneroCliente,EdadCliente,EmailCliente,TelefonoCliente,DireccionCliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta,AñoVenta,MesVenta
75,04/05/2024,09:28 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Juan Bautista Valcárcel Agullo,M,18,juan58@yahoo.com,+34877 81 25 18,cll 30 #12-20,Billetera Digital,Apple MacBook Air M1,Apple,1,5500000,5500000,Apple MacBook Pro 14,Apple,20.0,80000000.0,160000000.0,Dell Alienware m15,Dell,10.0,80000000.0,80000000.0,0,295000000,2024,5
76,10/03/2020,02:45 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Eustaquio Juan Bernad,M,43,eustaquio79@yahoo.com,+34980 035 785,cll 75 #84-15,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,,,,,,,,,,,5,49400000,2020,3
77,08/01/2020,12:05 a. m.,TechCore Bogotá #2,Bogotá,Eloísa Plaza Hurtado,Darío Fermín Tello Clavero,M,37,darío70@hotmail.com,+34872 017 908,cll 42 #76-4,Tarjeta Débito,HP Pavilion 15,HP,2,3500000,7000000,,,,,,,,,,,5,66500000,2020,1
78,09/12/2021,04:27 a. m.,TechCore Pereira,Pereira,Jose Angel Rovira Adadia,Carmelita Araujo Gomis,F,42,carmelita88@gmail.com,+34 886 51 92 81,cra 2 #25-61,Tarjeta Crédito,Apple MacBook Air M1,Apple,2,5500000,11000000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,Acer Aspire 5,Acer,10.0,20000000.0,20000000.0,0,242000000,2021,12
79,13/11/2024,03:00 a. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,María Dolores Ballesteros Avilés,F,29,maría49@yahoo.com,+34827 11 02 25,cll 54 #90-2,Transferencia,Dell XPS 13,Dell,2,4800000,9600000,,,,,,,,,,,0,96000000,2024,11
80,06/09/2017,11:24 a. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Renata Lucas,F,51,renata37@hotmail.com,+34 739 63 05 56,cll 99 #44-24,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Asus ROG Strix G15,Asus,10.0,64000000.0,64000000.0,Acer Nitro 5,Acer,20.0,40000000.0,80000000.0,0,172000000,2017,9
81,15/11/2022,05:23 a. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Abraham Rueda,M,22,abraham27@yahoo.com,+34928 50 77 89,cll 60 #87-10,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,,,,,,0,147000000,2022,11
82,24/11/2020,07:42 a. m.,TechCore Bogotá #1,Bogotá,Aura del Bermúdez,Eusebia Adán Sosa,F,33,eusebia37@gmail.com,+34941 03 35 55,cra 94 #96-98,Tarjeta Crédito,HP Pavilion 15,HP,1,3500000,3500000,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,,,,,,0,227000000,2020,11
83,11/08/2021,03:45 p. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Celestina Heredia Benítez,F,23,celestina15@hotmail.com,+34971 231 272,cra 39 #24-17,Efectivo,HP Spectre x360,HP,2,5200000,10400000,MSI GF65 Thin,MSI,20.0,44000000.0,88000000.0,Apple iMac 24,Apple,10.0,64000000.0,64000000.0,0,256000000,2021,8
84,29/07/2025,10:04 a. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Esperanza del Asenjo,F,42,esperanza38@hotmail.com,+34 718 623 403,cll 89 #45-72,Tarjeta Débito,HP Omen 16,HP,1,6000000,6000000,,,,,,,,,,,0,60000000,2025,7
85,07/01/2019,07:56 p. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Maximino Fabregat,M,45,maximino26@gmail.com,+34 875 16 56 68,cll 64 #68-47,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,0,192000000,2019,1
86,15/08/2025,07:39 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Anabel Muro,F,37,anabel28@yahoo.com,+34 920 53 53 32,cll 24 #30-55,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,Apple MacBook Pro 16,Apple,10.0,96000000.0,96000000.0,0,280000000,2025,8
87,17/05/2021,11:51 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Yago Sevillano,M,25,yago70@gmail.com,+34 943 74 12 86,cll 56 #29-72,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Asus TUF Gaming A15,Asus,10.0,48000000.0,48000000.0,Apple iMac 24,Apple,20.0,64000000.0,128000000.0,5,231800000,2021,5
88,13/07/2021,05:12 p. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Calista Benitez Salamanca,F,30,calista15@gmail.com,+34 821 89 32 94,cra 81 #74-11,Tarjeta Débito,HP Omen 16,HP,1,6000000,6000000,Asus ZenBook 14,Asus,10.0,38000000.0,38000000.0,,,,,,0,98000000,2021,7
89,24/05/2023,01:42 p. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Faustino Sureda Bravo,M,29,faustino5@yahoo.com,+34878086469,cra 16 #21-12,Tarjeta Crédito,MSI GE76 Raider,MSI,2,10000000,20000000,,,,,,,,,,,15,170000000,2023,5
90,06/04/2022,03:17 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Rómulo Quirós Arce,M,41,rómulo88@gmail.com,+34 720321823,cll 85 #51-24,Tarjeta Débito,Apple MacBook Air M1,Apple,1,5500000,5500000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,0,151000000,2022,4
91,30/04/2021,11:04 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Raquel Garrido Gutiérrez,F,43,raquel22@yahoo.com,+34 949 052 580,cll 16 #75-59,Tarjeta Crédito,Asus TUF Gaming A15,Asus,1,4800000,4800000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,HP Omen 16,HP,20.0,60000000.0,120000000.0,0,220000000,2021,4
92,28/07/2020,10:10 p. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Eliseo Carreño,M,37,eliseo32@hotmail.com,+34 824 715 126,cra 78 #75-79,Tarjeta Débito,HP Omen 16,HP,2,6000000,12000000,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,0,284000000,2020,7
93,08/04/2021,10:39 a. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Tania Company Cañete,F,44,tania13@gmail.com,+34828 69 24 17,cra 46 #44-11,Tarjeta Crédito,Asus ZenBook 14,Asus,1,3800000,3800000,,,,,,,,,,,1,34200000,2021,4
94,29/08/2024,01:06 a. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,María Belén Paula Andreu Falcó,F,50,maría96@gmail.com,+34961015408,cra 77 #2-60,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,0,68000000,2024,8
95,14/06/2025,12:16 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Mateo Garriga Niño,M,39,mateo21@gmail.com,+34 842779712,cra 77 #6-75,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,,,,,,,,,,,1,108000000,2025,6
96,25/03/2020,11:41 p. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Tomás Amorós Posada,M,42,tomás69@gmail.com,+34849 49 67 83,cra 9 #58-31,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,Razer Blade Stealth 13,Razer,10.0,72000000.0,72000000.0,,,,,,0,124000000,2020,3
97,13/10/2018,04:23 a. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Marcial Salas Salas,M,23,marcial73@hotmail.com,+34824 601 807,cll 56 #53-45,Transferencia,Acer Predator Helios 300,Acer,2,5600000,11200000,Asus ROG Strix G15,Asus,10.0,64000000.0,64000000.0,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,0,320000000,2018,10
98,21/10/2024,07:10 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Nacio Cortina Marquez,M,21,nacio39@gmail.com,+34883 497 302,cll 36 #32-72,Billetera Digital,Samsung Galaxy Book Flex,Samsung,2,5600000,11200000,,,,,,,,,,,0,112000000,2024,10
99,29/08/2019,05:05 p. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Esperanza Gras Goicoechea,F,48,esperanza99@yahoo.com,+34 733191193,cra 19 #18-71,Efectivo,Razer Blade 17,Razer,2,10000000,20000000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,5,291650000,2019,8
100,08/04/2015,07:25 p. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Rafa Sanmiguel Calvo,M,18,rafa23@hotmail.com,+34847543442,cll 23 #24-45,Tarjeta Crédito,Asus VivoBook 15,Asus,1,2400000,2400000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,,,,,,0,54000000,2015,4
101,01/10/2020,10:41 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Simón Ocaña Arcos,M,20,simón72@yahoo.com,+34806124656,cll 13 #89-66,Tarjeta Débito,Asus VivoBook 15,Asus,1,2400000,2400000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,,,,,,5,72200000,2020,10
102,01/08/2017,03:41 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Cebrián Catalá Taboada,M,33,cebrián71@hotmail.com,+34735031365,cra 80 #65-78,Tarjeta Crédito,Apple MacBook Pro 16,Apple,1,9600000,9600000,,,,,,,,,,,0,96000000,2017,8
103,21/02/2024,01:08 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Albino Perelló-Franch,M,32,albino44@hotmail.com,+34873 604 947,cra 63 #31-98,Billetera Digital,Dell Inspiron 15,Dell,2,3000000,6000000,,,,,,,,,,,0,60000000,2024,2
104,17/09/2023,09:28 a. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Nazaret de Peralta,F,36,nazaret52@yahoo.com,+34 948260911,cll 67 #52-88,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,1,157500000,2023,9
105,27/07/2020,07:26 p. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Fausto Rosselló Robles,M,19,fausto42@hotmail.com,+34 872 82 24 06,cll 39 #88-38,Transferencia,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,,,,,,0,140000000,2020,7
106,11/12/2014,07:41 a. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,África Alvarado Bejarano,F,18,áfrica19@yahoo.com,+34 941 58 16 80,cra 39 #16-95,Transferencia,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,MSI GE76 Raider,MSI,20.0,100000000.0,200000000.0,Asus VivoBook 15,Asus,20.0,24000000.0,48000000.0,0,336000000,2014,12
107,13/10/2021,02:27 p. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Manu Marqués Portillo,M,28,manu99@hotmail.com,+34977 624 203,cll 17 #85-61,Tarjeta Débito,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,,,,,,,,,,,0,88000000,2021,10
108,12/08/2018,07:53 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Pío Delgado Piña,M,24,pío14@gmail.com,+34 975879160,cra 6 #97-72,Transferencia,HP Omen 16,HP,1,6000000,6000000,,,,,,,,,,,5,57000000,2018,8
109,31/08/2015,05:39 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,María Manuel,M,41,maría31@gmail.com,+34846 82 74 50,cll 33 #27-61,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,0,104000000,2015,8
110,28/06/2017,10:29 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Constanza del Suarez,F,28,constanza89@hotmail.com,+34 974 55 89 97,cra 20 #89-9,Tarjeta Crédito,Acer Predator Helios 300,Acer,1,5600000,5600000,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,0,248000000,2017,6
111,21/05/2018,08:36 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Eufemia Sosa Palacios,F,28,eufemia90@yahoo.com,+34 827 628 000,cll 99 #82-50,Billetera Digital,Apple MacBook Air M1,Apple,2,5500000,11000000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,Asus TUF Gaming A15,Asus,20.0,48000000.0,96000000.0,1,264600000,2018,5
112,28/08/2018,11:43 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Jeremías Castejón Barreda,M,28,jeremías22@hotmail.com,+34 883 52 22 74,cra 24 #70-12,Tarjeta Crédito,Dell Alienware m15,Dell,2,8000000,16000000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,Acer Swift 3,Acer,20.0,26000000.0,52000000.0,0,316000000,2018,8
113,15/12/2017,10:02 a. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Alicia del Gras,F,33,alicia52@yahoo.com,+34 922188967,cll 39 #21-73,Tarjeta Crédito,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,0,104000000,2017,12
114,11/05/2025,04:47 p. m.,TechCore Bogotá #1,Bogotá,Aura del Bermúdez,Rufina Aparicio-Company,F,21,rufina40@yahoo.com,+34 943 273 623,cll 70 #63-20,Efectivo,Dell Latitude 7420,Dell,1,5600000,5600000,,,,,,,,,,,0,56000000,2025,5
115,28/04/2020,11:46 p. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Bernarda Taboada,F,19,bernarda62@yahoo.com,+34 803 54 29 56,cra 62 #22-99,Tarjeta Crédito,Dell Alienware m15,Dell,2,8000000,16000000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,,,,,,5,235600000,2020,4
116,25/12/2020,05:15 a. m.,TechCore Cali,Cali,Clímaco Salinas Zabaleta,Segismundo Abella Ríos,M,51,segismundo59@gmail.com,+34923812562,cra 36 #24-35,Transferencia,Acer Swift 3,Acer,1,2600000,2600000,,,,,,,,,,,1,23400000,2020,12
117,18/04/2023,01:59 p. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Elba Acedo Pozuelo,F,44,elba45@hotmail.com,+34849 83 10 27,cra 78 #86-26,No especificado,Apple MacBook Pro 14,Apple,2,8000000,16000000,Asus TUF Gaming A15,Asus,10.0,48000000.0,48000000.0,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,5,266000000,2023,4
118,04/10/2016,10:03 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,María José Salas Catalán,F,47,maría64@gmail.com,+34 828602548,cll 87 #23-95,Tarjeta Crédito,HP Envy 13,HP,2,4000000,8000000,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,5,150100000,2016,10
119,29/12/2021,11:16 a. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Gracia Paniagua Alegre,F,36,gracia34@hotmail.com,+34 878901964,cll 11 #61-72,Tarjeta Débito,Dell Alienware m15,Dell,1,8000000,8000000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,0,288000000,2021,12
120,21/09/2016,05:13 a. m.,TechCore Bogotá #2,Bogotá,Olivia Armas Ayuso,Nazario Mariscal-Jimenez,M,28,nazario75@yahoo.com,+34 946 789 768,cra 49 #63-92,Transferencia,Dell Latitude 7420,Dell,1,5600000,5600000,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,,,,,,15,129200000,2016,9
121,15/02/2017,09:16 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Selena de Rubio,F,34,selena86@hotmail.com,+34 984536274,cra 76 #90-43,Tarjeta Débito,Apple MacBook Air M1,Apple,1,5500000,5500000,Apple iMac 24,Apple,10.0,64000000.0,64000000.0,HP Spectre x360,HP,10.0,52000000.0,52000000.0,0,171000000,2017,2
122,15/01/2017,03:05 p. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Chus Solana Dueñas,M,19,chus91@hotmail.com,+34 824774477,cll 84 #41-21,Tarjeta Crédito,Apple iMac 24,Apple,1,6400000,6400000,Samsung Galaxy Book Pro,Samsung,20.0,48000000.0,96000000.0,,,,,,0,160000000,2017,1
123,14/09/2023,10:56 p. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Diego del Agustín,M,48,diego84@hotmail.com,+34 842 07 17 10,cll 88 #60-90,Tarjeta Débito,Samsung Galaxy Book Pro,Samsung,2,4800000,9600000,Acer Predator Helios 300,Acer,10.0,56000000.0,56000000.0,,,,,,5,144400000,2023,9
124,07/11/2023,02:43 p. m.,TechCore Bogotá #1,Bogotá,María Belén Alegria Camps,Coral Huguet,F,43,coral77@gmail.com,+34 828 56 84 52,cra 79 #22-4,Tarjeta Débito,Dell Alienware m15,Dell,1,8000000,8000000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,HP Spectre x360,HP,10.0,52000000.0,52000000.0,5,231800000,2023,11
125,09/03/2020,08:16 p. m.,TechCore Bogotá #2,Bogotá,Olivia Armas Ayuso,Víctor Castellanos Simó,M,27,víctor72@gmail.com,+34 846 514 586,cll 72 #70-13,Efectivo,Dell Inspiron 15,Dell,1,3000000,3000000,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,0,214000000,2020,3
126,29/06/2022,06:45 p. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Arturo Carro Velasco,M,26,arturo95@gmail.com,+34 875 418 185,cra 23 #90-81,Tarjeta Débito,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,5,98800000,2022,6
127,19/02/2022,10:49 a. m.,TechCore Cali,Cali,Basilio Marcos Barrena,Tito Moliner,M,29,tito3@yahoo.com,+34 901028448,cll 59 #26-36,Efectivo,HP Spectre x360,HP,2,5200000,10400000,Asus ROG Strix G15,Asus,10.0,64000000.0,64000000.0,Asus VivoBook 15,Asus,10.0,24000000.0,24000000.0,0,192000000,2022,2
128,01/08/2022,10:53 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Aitor Hoyos Ibáñez,M,25,aitor27@yahoo.com,+34 982 276 241,cll 88 #76-49,Tarjeta Crédito,Asus ROG Strix G15,Asus,2,6400000,12800000,,,,,,,,,,,1,115200000,2022,8
129,18/06/2020,10:42 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Angelino Vega-Núñez,M,42,angelino84@hotmail.com,+34846548274,cra 47 #6-72,Tarjeta Débito,HP Omen 16,HP,2,6000000,12000000,Acer Swift 3,Acer,20.0,26000000.0,52000000.0,,,,,,0,172000000,2020,6
130,11/03/2019,12:10 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Aránzazu de Soriano,F,45,aránzazu90@gmail.com,+34 835 713 877,cra 46 #81-27,Efectivo,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,Apple iMac 24,Apple,20.0,64000000.0,128000000.0,5,231800000,2019,3
131,11/11/2022,07:27 a. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,Berto Luque-Adán,M,18,berto11@gmail.com,+34977937873,cra 59 #56-96,Efectivo,Dell Inspiron 15,Dell,1,3000000,3000000,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,,,,,,0,174000000,2022,11
132,20/09/2023,07:33 a. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Haydée Clara Zaragoza Canales,F,18,haydée58@gmail.com,+34 971782912,cll 23 #50-5,Efectivo,Samsung Galaxy Book Pro,Samsung,1,4800000,4800000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,0,352000000,2023,9
133,26/04/2024,04:23 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Encarnacion Abella Yuste,F,26,encarnacion31@hotmail.com,+34 975 82 30 27,cra 44 #40-6,Tarjeta Crédito,Dell XPS 13,Dell,2,4800000,9600000,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,,,,,,0,232000000,2024,4
134,18/03/2015,05:12 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Odalys Maestre Bueno,F,24,odalys54@hotmail.com,+34974 98 23 43,cll 96 #80-5,Tarjeta Crédito,Acer Swift 3,Acer,1,2600000,2600000,,,,,,,,,,,0,26000000,2015,3
135,13/11/2016,08:57 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Calisto Gómez Herrera,M,35,calisto19@yahoo.com,+34 974 518 077,cra 86 #95-40,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,1,199800000,2016,11
136,26/07/2020,05:46 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Vicente Río,M,41,vicente13@gmail.com,+34 803 706 889,cll 15 #85-67,Efectivo,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,,,,,,,,,,,1,25200000,2020,7
137,24/10/2022,05:46 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Anacleto Moya-Uría,M,42,anacleto60@yahoo.com,+34841 31 30 86,cra 55 #55-6,Efectivo,Asus ZenBook 14,Asus,1,3800000,3800000,Apple MacBook Air M1,Apple,20.0,55000000.0,110000000.0,HP Spectre x360,HP,10.0,52000000.0,52000000.0,5,190000000,2022,10
138,16/12/2018,06:11 a. m.,TechCore Bogotá #2,Bogotá,Herminia Meléndez-Huguet,Mauricio Rico Téllez Tirado,M,28,mauricio17@hotmail.com,+34 848 988 528,cll 16 #85-11,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,,,,,,,,,,,0,72000000,2018,12
139,29/12/2021,08:53 p. m.,TechCore Pereira,Pereira,María Ramírez Pou,Hilario Boada Exposito,M,50,hilario17@gmail.com,+34873312616,cra 36 #27-46,Transferencia,Apple MacBook Air M1,Apple,1,5500000,5500000,Dell Inspiron 15,Dell,20.0,30000000.0,60000000.0,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,0,227000000,2021,12
140,19/02/2015,12:58 a. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Quique Alba Sotelo,M,44,quique27@yahoo.com,+34 922 393 747,cra 86 #35-16,Efectivo,Lenovo Yoga 7i,Lenovo,2,4400000,8800000,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,,,,,,0,224000000,2015,2
141,30/01/2017,07:35 a. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Javiera Mendizábal-Pozo,F,26,javiera11@yahoo.com,+34 921 805 199,cll 61 #76-86,Efectivo,Apple MacBook Pro 14,Apple,1,8000000,8000000,Apple MacBook Pro 16,Apple,10.0,96000000.0,96000000.0,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,0,272000000,2017,1
142,29/05/2023,04:08 p. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Claudia de Alvarez,F,50,claudia42@hotmail.com,+34873 64 74 25,cra 56 #24-94,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,,,,,,1,79200000,2023,5
143,17/10/2019,07:16 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Fabio Mármol,M,21,fabio9@hotmail.com,+34806 86 59 61,cra 56 #29-44,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,0,68000000,2019,10
144,08/07/2018,03:11 a. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Eligia Diaz Diéguez,F,27,eligia72@hotmail.com,+34921 10 50 98,cra 2 #18-62,Tarjeta Crédito,Asus VivoBook 15,Asus,2,2400000,4800000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,0,190000000,2018,7
145,30/10/2023,10:56 a. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Ramiro Salvador Cisneros Silva,M,45,ramiro99@hotmail.com,+34 875 17 10 33,cra 59 #60-86,Tarjeta Débito,MSI GF65 Thin,MSI,2,4400000,8800000,Dell Alienware m15,Dell,20.0,80000000.0,160000000.0,,,,,,5,235600000,2023,10
146,21/09/2016,05:39 p. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Estela Gálvez Molina,F,20,estela92@gmail.com,+34 682 045 848,cll 18 #93-36,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,,,,,,0,192000000,2016,9
147,01/09/2021,09:24 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Calixta Rodríguez Pastor,F,24,calixta22@hotmail.com,+34825 87 48 07,cll 83 #52-84,Billetera Digital,Asus VivoBook 15,Asus,2,2400000,4800000,Apple MacBook Air M1,Apple,10.0,55000000.0,55000000.0,Acer Swift 3,Acer,20.0,26000000.0,52000000.0,0,155000000,2021,9
148,20/02/2015,08:12 a. m.,TechCore Bogotá #1,Bogotá,Griselda Arnaiz Palacio,Cleto Porta Riquelme,M,40,cleto69@hotmail.com,+34 885 344 461,cra 35 #20-59,No especificado,Acer Predator Helios 300,Acer,1,5600000,5600000,,,,,,,,,,,0,56000000,2015,2
149,24/04/2023,07:24 p. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Álvaro Calzada Garcia,M,45,álvaro72@gmail.com,+34865051777,cll 83 #64-32,Tarjeta Débito,Asus ZenBook 14,Asus,1,3800000,3800000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,Dell Alienware m15,Dell,10.0,80000000.0,80000000.0,0,222000000,2023,4
